Date,Day,Month,Year,Time,City,County,Reporter_Occupation,Sighting,Sighting_Tokenised,overall_emotion,experience_overall
2009-05-09 00:00:00,9.0,5.0,2009.0,21:30:00,Yeovil,Somerset,,7 unknown craft.,"['7', 'unknown', 'craft']",anticipation,Negative
2009-05-09 00:00:00,9.0,5.0,2009.0,21:25:00,MansfieldWoodhouse,,,"five circular orange, bright lights flying west to east, soundless.","['five', 'circular', 'orange', 'bright', 'lights', 'flying', 'west', 'east', 'soundless']",anger,Negative
2009-05-09 00:00:00,9.0,5.0,2009.0,01:30:00,Sunningdale,,,"controlled craft, no sound, of a very large size.","['controlled', 'craft', 'sound', 'large', 'size']",anger,Positive
2009-05-06 00:00:00,6.0,5.0,2009.0,00:15:00,Cardiff,South Glamorgan,,bright orange glowing ufo sighted hovering up and down,"['bright', 'orange', 'glowing', 'sighted', 'hovering']",anticipation,Positive
2009-05-03 00:00:00,3.0,5.0,2009.0,22:24:00,MarstonMoretaine,,,two bright orange balls of light over marstom moretaine bedfordshire united kingdom,"['two', 'bright', 'orange', 'balls', 'light', 'marstom', 'moretaine', 'bedfordshire', 'united', 'kingdom']",anger,Negative
2009-05-03 00:00:00,3.0,5.0,2009.0,21:30:00,Plymouth,Devon,,an unusual bright orange moving light in the sky over plymouth uk.,"['unusual', 'bright', 'orange', 'moving', 'light', 'sky', 'plymouth', 'uk']",anger,Positive
2009-05-02 00:00:00,2.0,5.0,2009.0,22:35:00,Birmingham,West Midlands,,u.f.o seen over birmingham u.k. 2nd may 2009,"['u.f.o', 'seen', 'birmingham', 'u.k.', '2nd', 'may', '2009']",anger,Negative
2009-05-02 00:00:00,2.0,5.0,2009.0,22:30:00,Iochwinnoch,,,glowing orange/red ball moving silently through night sky with three witnesses,"['glowing', 'orange/red', 'ball', 'moving', 'silently', 'night', 'sky', 'three', 'witnesses']",anticipation,Positive
2009-05-02 00:00:00,2.0,5.0,2009.0,21:20:00,Coningsby,,,ball of light travelling in straight line over lincolnshire in the clear night sky,"['ball', 'light', 'travelling', 'straight', 'line', 'lincolnshire', 'clear', 'night', 'sky']",anger,Positive
2009-05-01 00:00:00,1.0,5.0,2009.0,23:30:00,Spilsby,Lincolnshire,,formation of lights rise and shoot off.,"['formation', 'lights', 'rise', 'shoot']",anger,Negative
2009-04-26 00:00:00,26.0,4.0,2009.0,23:05:00,Woking,Surrey,,spherical object over woking silent at about 150 mph,"['spherical', 'object', 'woking', 'silent', '150', 'mph']",anger,Negative
2009-04-26 00:00:00,26.0,4.0,2009.0,22:20:00,Tamworth,Staffordshire,,"several ufo's flying in formation over midlands, uk","['several', ""'s"", 'flying', 'formation', 'midlands', 'uk']",anger,Negative
2009-04-20 00:00:00,20.0,4.0,2009.0,22:00:00,Cirencester,Gloucestershire,,"3 orange/red cirles in in triangle formation miles high making no sound, errie feeling","['3', 'orange/red', 'cirles', 'triangle', 'formation', 'miles', 'high', 'making', 'sound', 'errie', 'feeling']",anger,Negative
2009-04-19 00:00:00,19.0,4.0,2009.0,21:30:00,Cambridge,Cambridgeshire,,one was travelling like a satellite then i notice that it was changing speed my girlfriend did notice it as well.the second was same h,"['one', 'travelling', 'satellite', 'notice', 'changing', 'speed', 'girlfriend', 'notice', 'well.the', 'second', 'h']",anger,Negative
2009-04-19 00:00:00,19.0,4.0,2009.0,21:00:00,Hartlepool,Cleveland,,missile departure into orbit,"['missile', 'departure', 'orbit']",anger,Negative
2009-04-18 00:00:00,18.0,4.0,2009.0,23:30:00,Rothwell(UK/England,,,formation of lights over rothwell,"['formation', 'lights', 'rothwell']",anger,Negative
2009-04-18 00:00:00,18.0,4.0,2009.0,22:47:00,Scunthorpe,South Humberside,,a line of lights over scunthorpe traveling north to south west.,"['line', 'lights', 'scunthorpe', 'traveling', 'north', 'south', 'west']",anger,Negative
2009-04-18 00:00:00,18.0,4.0,2009.0,21:43:00,Leicester,Leicestershire,,red-orange ball shaped light descending towards a building rooftop,"['red-orange', 'ball', 'shaped', 'light', 'descending', 'towards', 'building', 'rooftop']",anger,Positive
2009-04-18 00:00:00,18.0,4.0,2009.0,21:40:00,Stoke-on-Trent,Staffordshire,,craft with orange landing lights avoid collision with plane,"['craft', 'orange', 'landing', 'lights', 'avoid', 'collision', 'plane']",fear,Positive
2009-04-17 00:00:00,17.0,4.0,2009.0,21:37:00,Kelling,,,lime light-in and out of the north sea,"['lime', 'light-in', 'north', 'sea']",anger,Positive
2009-04-16 00:00:00,16.0,4.0,2009.0,15:40:00,Lincoln,Lincolnshire,,"lincolnshire, england","['lincolnshire', 'england']",anger,Negative
2009-04-15 00:00:00,15.0,4.0,2009.0,23:55:00,Pitlochry,Perthshire,,three moving objects in sky above pitlochry,"['three', 'moving', 'objects', 'sky', 'pitlochry']",anger,Positive
2009-04-13 00:00:00,13.0,4.0,2009.0,20:00:00,Stoke-on-Trent,Staffordshire,,it moved accross the sky like a red fireball,"['moved', 'accross', 'sky', 'red', 'fireball']",anger,Positive
2009-04-12 00:00:00,12.0,4.0,2009.0,20:50:00,Manchester,Greater Manchester,,"4 orange balls in the sky in manchester, uk.","['4', 'orange', 'balls', 'sky', 'manchester', 'uk']",anger,Positive
2009-04-12 00:00:00,12.0,4.0,2009.0,00:11:00,Middlesbrough,Cleveland,,definitely not commercial or military aircraft,"['definitely', 'commercial', 'military', 'aircraft']",anger,Negative
2009-04-12 00:00:00,12.0,4.0,2009.0,00:00:00,Middlesbrough,Cleveland,,4 orange orbs heading from right to left over the sky of middlesbrough april 12th 2009.,"['4', 'orange', 'orbs', 'heading', 'right', 'left', 'sky', 'middlesbrough', 'april', '12th', '2009']",anger,Positive
2009-04-07 00:00:00,7.0,4.0,2009.0,23:25:00,Brough,,,"me, my brother, my brother's girlfriend, my mate and my mother was in the back garden when we shockingly saw a ufo. we tried to take pi","['brother', 'brother', ""'s"", 'girlfriend', 'mate', 'mother', 'back', 'garden', 'shockingly', 'tried', 'take', 'pi']",joy,Positive
2009-04-06 00:00:00,6.0,4.0,2009.0,16:40:00,Boston,Lincolnshire,,black triangle-boston docks,"['black', 'triangle-boston', 'docks']",sadness,Negative
2009-04-05 00:00:00,5.0,4.0,2009.0,19:00:00,Taunton,Somerset,,orange sphere seen over taunton somerset uk.,"['orange', 'sphere', 'seen', 'taunton', 'somerset', 'uk']",anger,Negative
2009-04-05 00:00:00,5.0,4.0,2009.0,01:00:00,Basingstoke,Hampshire,,"5 april 2009 1:00 am very bright light travelling south to north over basingstoke, probably a meteor .","['5', 'april', '2009', '1:00', 'bright', 'light', 'travelling', 'south', 'north', 'basingstoke', 'probably', 'meteor']",anger,Negative
2009-04-04 00:00:00,4.0,4.0,2009.0,22:00:00,N.Yorkshire,,,"north yorkshire, united kingdom, at around 10pm, round with 5 bright orange lights, flying steadily in perfect formation","['north', 'yorkshire', 'united', 'kingdom', 'around', '10pm', 'round', '5', 'bright', 'orange', 'lights', 'flying', 'steadily', 'perfect', 'formation']",anticipation,Positive
2009-04-04 00:00:00,4.0,4.0,2009.0,21:00:00,Reading,Berkshire,,five glowing orange balls crossed from west to east approx one min apart all going at the same speed same hight and same flight path in,"['five', 'glowing', 'orange', 'balls', 'crossed', 'west', 'east', 'approx', 'one', 'min', 'apart', 'going', 'speed', 'hight', 'flight', 'path']",anger,Negative
2009-04-04 00:00:00,4.0,4.0,2009.0,00:25:00,Manchester,Greater Manchester,,a fireball like object slowly moving across the sky. twinkling colours around the edge. then disapeared high up in the sky.,"['fireball', 'object', 'slowly', 'moving', 'across', 'sky', 'twinkling', 'colours', 'around', 'edge', 'disapeared', 'high', 'sky']",anger,Positive
2009-04-04 00:00:00,4.0,4.0,2009.0,00:25:00,Portsmouth,Hampshire,,bright large white ball of light fell through clouds and pulled up then vanished of ibm headquaters in portsmouth in the uk,"['bright', 'large', 'white', 'ball', 'light', 'fell', 'clouds', 'pulled', 'vanished', 'ibm', 'headquaters', 'portsmouth', 'uk']",anticipation,Positive
2009-04-03 00:00:00,3.0,4.0,2009.0,21:30:00,Morden,Surrey,,orange fireball to the east,"['orange', 'fireball', 'east']",anger,Negative
2009-03-30 00:00:00,30.0,3.0,2009.0,04:30:00,Worcester,Hereford ? Worcester,,ufo incouter,['incouter'],anger,Negative
2009-03-23 00:00:00,23.0,3.0,2009.0,21:20:00,Southhampton,,,moving lights in the sky high up but moving very quickly backwards and forwards,"['moving', 'lights', 'sky', 'high', 'moving', 'quickly', 'backwards', 'forwards']",anger,Positive
2009-03-22 00:00:00,22.0,3.0,2009.0,22:30:00,Manchester,Greater Manchester,,orange globes of light.,"['orange', 'globes', 'light']",anger,Negative
2009-03-22 00:00:00,22.0,3.0,2009.0,22:00:00,Snetterton,,,ufo 12 unidentified crafts aproached by possible british or united states craft not first contact with possible aliens in this area.,"['12', 'unidentified', 'crafts', 'aproached', 'possible', 'british', 'united', 'states', 'craft', 'first', 'contact', 'possible', 'aliens', 'area']",disgust,Positive
2009-03-22 00:00:00,22.0,3.0,2009.0,19:05:00,Harpenden,Hertfordshire,,"circle of hot light, amazing . size of a small coin.","['circle', 'hot', 'light', 'amazing', 'size', 'small', 'coin']",anger,Negative
2009-03-21 00:00:00,21.0,3.0,2009.0,22:45:00,Manchester,Greater Manchester,,"2 ufo's spotted in manchester, england. spherical in shape and orange in colour. exact location provided including latitude/longitude.","['2', ""'s"", 'spotted', 'manchester', 'england', 'spherical', 'shape', 'orange', 'colour', 'exact', 'location', 'provided', 'including', 'latitude/longitude']",anger,Positive
2009-03-21 00:00:00,21.0,3.0,2009.0,00:15:00,Rotherham,South Yorkshire,,"3 round shaped,reddish in colour,in a straight line,as if they were following each other,then each one dispersed upwards in turn.sighte","['3', 'round', 'shaped', 'reddish', 'colour', 'straight', 'line', 'following', 'one', 'dispersed', 'upwards', 'turn.sighte']",anger,Positive
2009-03-20 00:00:00,20.0,3.0,2009.0,23:10:00,Birmingham,West Midlands,,orange sphere travelling across birmingham (uk) from ne > e direction where it vanished into low cloud.,"['orange', 'sphere', 'travelling', 'across', 'birmingham', 'uk', 'ne', 'e', 'direction', 'vanished', 'low', 'cloud']",surprise,Negative
2009-03-20 00:00:00,20.0,3.0,2009.0,18:59:00,Newark,Nottinghamshire,,"star-like light, moved accros the sky and faded away.","['star-like', 'light', 'moved', 'accros', 'sky', 'faded', 'away']",anger,Negative
2009-03-15 00:00:00,15.0,3.0,2009.0,22:00:00,Blackheath,,,bright light moving across the sky then vanishes as plane comes over.,"['bright', 'light', 'moving', 'across', 'sky', 'vanishes', 'plane', 'comes']",surprise,Positive
2009-03-15 00:00:00,15.0,3.0,2009.0,00:00:00,Erith,Kent,,odd noises,"['odd', 'noises']",anger,Negative
2009-03-14 00:00:00,14.0,3.0,2009.0,22:00:00,Newark,Nottinghamshire,,"fireball ""craft"" seen over newark on trent england","['fireball', '``', 'craft', ""''"", 'seen', 'newark', 'trent', 'england']",anger,Positive
2009-03-13 00:00:00,13.0,3.0,2009.0,19:10:00,Wolverhampton,West Midlands,,orange/amber light over wolverhampton u.k,"['orange/amber', 'light', 'wolverhampton', 'u.k']",anger,Negative
2009-03-11 00:00:00,11.0,3.0,2009.0,22:30:00,BroughtonAstley,,,two circular orange orbs rotating around an unseen object as the object moved very fast and low across the sky.,"['two', 'circular', 'orange', 'orbs', 'rotating', 'around', 'unseen', 'object', 'object', 'moved', 'fast', 'low', 'across', 'sky']",anger,Positive
2009-03-10 00:00:00,10.0,3.0,2009.0,12:00:00,Liverpool,Merseyside,,uap sighting school playground liverpool. disk shape,"['uap', 'sighting', 'school', 'playground', 'liverpool', 'disk', 'shape']",anticipation,Positive
2009-03-05 00:00:00,5.0,3.0,2009.0,22:15:00,Tavistock,Devon,,"several objects spotted over tavistock, devon, uk","['several', 'objects', 'spotted', 'tavistock', 'devon', 'uk']",anger,Negative
2009-03-04 00:00:00,4.0,3.0,2009.0,21:00:00,Stafford,Staffordshire,,ufo's chased by raf,"[""'s"", 'chased', 'raf']",anger,Negative
2009-03-01 00:00:00,1.0,3.0,2009.0,21:00:00,Leeds,West Yorkshire,,2 ufo's sighted over leeds uk.,"['2', ""'s"", 'sighted', 'leeds', 'uk']",anger,Negative
2009-02-28 00:00:00,28.0,2.0,2009.0,17:05:00,BuryStEdmunds,,,"6 or 7 black flying objects in the skys of bury st. edmunds, uk","['6', '7', 'black', 'flying', 'objects', 'skys', 'bury', 'st.', 'edmunds', 'uk']",sadness,Negative
2009-02-26 00:00:00,26.0,2.0,2009.0,20:20:00,Hengoed,,,bright light of sky visitor just disappears in front of car full of witnesses,"['bright', 'light', 'sky', 'visitor', 'disappears', 'front', 'car', 'full', 'witnesses']",anticipation,Positive
2009-02-23 00:00:00,23.0,2.0,2009.0,21:15:00,Shepshed,,,ball of flame moving over north leicestershire uk,"['ball', 'flame', 'moving', 'north', 'leicestershire', 'uk']",anger,Negative
2009-02-22 00:00:00,22.0,2.0,2009.0,19:00:00,Wellington,Shropshire,,lights in sky,"['lights', 'sky']",anger,Positive
2009-02-20 00:00:00,20.0,2.0,2009.0,20:00:00,Derbyshire,,,lights in sky,"['lights', 'sky']",anger,Positive
2009-02-18 00:00:00,18.0,2.0,2009.0,22:00:00,Hastings,East Sussex,,orange orbs over hastings(uk) seafront. night sighting,"['orange', 'orbs', 'hastings', 'uk', 'seafront', 'night', 'sighting']",anger,Negative
2009-02-18 00:00:00,18.0,2.0,2009.0,00:00:00,Cardiff,South Glamorgan,,"driving home from work i saw a light in the sky when i got closer i got out of my car and stood watching it,it was rectangle,massive.","['driving', 'home', 'work', 'light', 'sky', 'got', 'closer', 'got', 'car', 'stood', 'watching', 'rectangle', 'massive']",anticipation,Positive
2009-02-15 00:00:00,15.0,2.0,2009.0,20:00:00,Stafford,Staffordshire,,same 3 ufo's appear again and may have been experimenting on local animals. 500 lights on object0: yes,"['3', ""'s"", 'appear', 'may', 'experimenting', 'local', 'animals', '500', 'lights', 'object0', 'yes']",anger,Negative
2009-02-15 00:00:00,15.0,2.0,2009.0,20:00:00,Penzance,Cornwall,,"constant orange light over fishing village of newlyn, cornwall, england. no navigation lights or engine noise.","['constant', 'orange', 'light', 'fishing', 'village', 'newlyn', 'cornwall', 'england', 'navigation', 'lights', 'engine', 'noise']",anger,Positive
2009-02-15 00:00:00,15.0,2.0,2009.0,18:15:00,Bedford,Bedfordshire,,"7 red lights changing to red 3 stationary in triangle formation,others moving east,","['7', 'red', 'lights', 'changing', 'red', '3', 'stationary', 'triangle', 'formation', 'others', 'moving', 'east']",anger,Negative
2009-02-14 00:00:00,14.0,2.0,2009.0,21:48:00,Grimsby,South Humberside,,"orange light viewed from open window, object came back on itself, stopped and then went away at speed with no noise or change of light.","['orange', 'light', 'viewed', 'open', 'window', 'object', 'came', 'back', 'stopped', 'went', 'away', 'speed', 'noise', 'change', 'light']",anger,Negative
2009-02-14 00:00:00,14.0,2.0,2009.0,17:15:00,Morden,Surrey,,circular object[s] seen in skies nnw in morden uk,"['circular', 'object', 'seen', 'skies', 'nnw', 'morden', 'uk']",anger,Positive
2009-02-10 00:00:00,10.0,2.0,2009.0,21:50:00,Birmingham,West Midlands,,three orange/red bright lights. two together orbiting each other. the other some distance away.,"['three', 'orange/red', 'bright', 'lights', 'two', 'together', 'orbiting', 'distance', 'away']",anger,Negative
2009-02-10 00:00:00,10.0,2.0,2009.0,20:00:00,Liverpool,Merseyside,,4 lights moving slowly in formation,"['4', 'lights', 'moving', 'slowly', 'formation']",anger,Negative
2009-02-10 00:00:00,10.0,2.0,2009.0,19:20:00,Gwent,,,red light in the sky,"['red', 'light', 'sky']",anger,Positive
2009-02-10 00:00:00,10.0,2.0,2009.0,18:22:00,Barnet,Hertfordshire,,square then triangular formation of lights north of london 10th. february 2009,"['square', 'triangular', 'formation', 'lights', 'north', 'london', '10th', 'february', '2009']",anger,Negative
2009-02-09 00:00:00,9.0,2.0,2009.0,21:20:00,Salford,Lancashire,,"lay on the sofa watching tv,i saw red lights out of the corner of my eye, i live on the 13th floor and thought it was a firework initia","['lay', 'sofa', 'watching', 'tv', 'red', 'lights', 'corner', 'eye', 'live', '13th', 'floor', 'thought', 'firework', 'initia']",anticipation,Negative
2009-02-09 00:00:00,9.0,2.0,2009.0,21:20:00,Salford,Lancashire,,i have just submitted a report.lokking at your other reports i see someone has caught what i saw on video. morris plains on jan6.,"['submitted', 'report.lokking', 'reports', 'see', 'someone', 'caught', 'video', 'morris', 'plains', 'jan6']",anticipation,Negative
2009-02-07 00:00:00,7.0,2.0,2009.0,21:51:00,Leicestershire,,,red lights over leicestershire england,"['red', 'lights', 'leicestershire', 'england']",anger,Negative
2009-02-07 00:00:00,7.0,2.0,2009.0,19:30:00,Morton,,,"succession of 10-12 silent, glowing orange lights, moving slowly at low altitude.","['succession', '10-12', 'silent', 'glowing', 'orange', 'lights', 'moving', 'slowly', 'low', 'altitude']",anticipation,Positive
2009-02-04 00:00:00,4.0,2.0,2009.0,23:15:00,Reading,Berkshire,,"the light caught my eye as it passed by my window, it was a large brightly coloured orange ball shape, the outside edge was orange and","['light', 'caught', 'eye', 'passed', 'window', 'large', 'brightly', 'coloured', 'orange', 'ball', 'shape', 'outside', 'edge', 'orange']",anger,Positive
2009-02-02 00:00:00,2.0,2.0,2009.0,01:30:00,Whitwell/Worksop,,,"woken by the sound of a large aircraft overhead, which made an unusual sound like that made by wobbling large board or card.","['woken', 'sound', 'large', 'aircraft', 'overhead', 'made', 'unusual', 'sound', 'made', 'wobbling', 'large', 'board', 'card']",anticipation,Negative
2009-02-01 00:00:00,1.0,2.0,2009.0,11:20:00,LongSutton,,,flying ferris wheel. ((nuforc note: we are uncertain as to whether this is intended as a serious-minded report. pd)),"['flying', 'ferris', 'wheel', 'nuforc', 'note', 'uncertain', 'whether', 'intended', 'serious-minded', 'report', 'pd']",anger,Negative
2009-01-29 00:00:00,29.0,1.0,2009.0,20:00:00,Manchester,Greater Manchester,,on a trip down the m6 passing manchester my family spotted what we initially thought was a police search helicopter due to bright white,"['trip', 'm6', 'passing', 'manchester', 'family', 'spotted', 'initially', 'thought', 'police', 'search', 'helicopter', 'due', 'bright', 'white']",anticipation,Positive
2009-01-25 00:00:00,25.0,1.0,2009.0,19:00:00,Bristol,Avon,,"bright white stationary light in sky, for several days, goes on and off, same time each night. ((nuforc note: venus. pd))","['bright', 'white', 'stationary', 'light', 'sky', 'several', 'days', 'goes', 'time', 'night', 'nuforc', 'note', 'venus', 'pd']",anticipation,Positive
2009-01-24 00:00:00,24.0,1.0,2009.0,23:35:00,Norwich,Norfolk,,"we saw two circular flaring orange shape objects in the sky flying together rather fast, quite low, with no sound.","['two', 'circular', 'flaring', 'orange', 'shape', 'objects', 'sky', 'flying', 'together', 'rather', 'fast', 'quite', 'low', 'sound']",anger,Positive
2009-01-24 00:00:00,24.0,1.0,2009.0,19:20:00,Cirencester,Gloucestershire,,seven fireball shaped objects above cirencester in england,"['seven', 'fireball', 'shaped', 'objects', 'cirencester', 'england']",anger,Positive
2009-01-21 00:00:00,21.0,1.0,2009.0,21:50:00,Boston,Lincolnshire,,both myself and my brother witnessed the following event. on the evening of 21 january both myself and my brother were watching raf,"['brother', 'witnessed', 'following', 'event', 'evening', '21', 'january', 'brother', 'watching', 'raf']",anticipation,Positive
2009-01-18 00:00:00,18.0,1.0,2009.0,19:35:00,Birmingham,West Midlands,,orange ball of light moved swiftly across the sky (u.k.),"['orange', 'ball', 'light', 'moved', 'swiftly', 'across', 'sky', 'u.k']",anger,Positive
2009-01-16 00:00:00,16.0,1.0,2009.0,18:00:00,Blackpool,Lancashire,,flying disc over norbreck jan 2009,"['flying', 'disc', 'norbreck', 'jan', '2009']",anger,Negative
2009-01-13 00:00:00,13.0,1.0,2009.0,20:56:00,Rustington,,,"red,blue and white flashing hovering oval object, with four lines coming out of the object. ((nuforc note: sirius?? pd))","['red', 'blue', 'white', 'flashing', 'hovering', 'oval', 'object', 'four', 'lines', 'coming', 'object', 'nuforc', 'note', 'sirius', 'pd']",anticipation,Positive
2009-01-10 00:00:00,10.0,1.0,2009.0,22:00:00,Bath,Avon,,orange balls of light,"['orange', 'balls', 'light']",anger,Negative
2009-01-10 00:00:00,10.0,1.0,2009.0,19:00:00,Grimsby,South Humberside,,bright orange light like a fire in the sky took my camera to take picture it was low at first when i went to my backyard it had gain he,"['bright', 'orange', 'light', 'fire', 'sky', 'took', 'camera', 'take', 'picture', 'low', 'first', 'went', 'backyard', 'gain']",anticipation,Positive
2009-01-09 00:00:00,9.0,1.0,2009.0,19:52:00,Portsmouth,Hampshire,,strange flashing light out over the english channel,"['strange', 'flashing', 'light', 'english', 'channel']",anger,Negative
2009-01-09 00:00:00,9.0,1.0,2009.0,02:20:00,Jersey,Channel Islands,,a hovering flashing star like object that changes many different colours rapidly. ((nuforc note: possible sighting of sirius? pd)),"['hovering', 'flashing', 'star', 'object', 'changes', 'many', 'different', 'colours', 'rapidly', 'nuforc', 'note', 'possible', 'sighting', 'sirius', 'pd']",anticipation,Positive
2009-01-08 00:00:00,8.0,1.0,2009.0,23:00:00,Blackwood,Gwent,,"witness saw ufo, loss of time and abduction. report on news the next day of damage a ufo had done to wind turbines.","['witness', 'loss', 'time', 'abduction', 'report', 'news', 'next', 'day', 'damage', 'done', 'wind', 'turbines']",anger,Negative
2009-01-08 00:00:00,8.0,1.0,2009.0,05:45:00,Boston,Lincolnshire,,"simply noticed a green circular light 2,000 ft in the sky stationary over some houses a quarter of a mile away. simply looked like a bu","['simply', 'noticed', 'green', 'circular', 'light', '2,000', 'ft', 'sky', 'stationary', 'houses', 'quarter', 'mile', 'away', 'simply', 'looked', 'bu']",joy,Positive
2009-01-08 00:00:00,8.0,1.0,2009.0,04:00:00,Conisholme,,,"i would first like to explain that i did not witness the following occurence, but am mearly reporting it. in the early hours of janu","['would', 'first', 'explain', 'witness', 'following', 'occurence', 'mearly', 'reporting', 'early', 'hours', 'janu']",anger,Positive
2009-01-06 00:00:00,6.0,1.0,2009.0,22:00:00,Reading,Berkshire,,"white bright light seen performing incredible movements over a small village in reading, berkshire, uk","['white', 'bright', 'light', 'seen', 'performing', 'incredible', 'movements', 'small', 'village', 'reading', 'berkshire', 'uk']",anticipation,Negative
2009-01-03 00:00:00,3.0,1.0,2009.0,20:30:00,Gosberton,,,bright circular light travelling at high speed in lincolnshire,"['bright', 'circular', 'light', 'travelling', 'high', 'speed', 'lincolnshire']",anger,Negative
2009-01-02 00:00:00,2.0,1.0,2009.0,16:34:00,TheM1,,,"radio out of control, car disabled, saucer seen.","['radio', 'control', 'car', 'disabled', 'saucer', 'seen']",anger,Positive
2009-01-01 00:00:00,1.0,1.0,2009.0,20:15:00,Burton-In-Kendal,,,orange light about 1000 foot in the sky above burton-in-kendal.,"['orange', 'light', '1000', 'foot', 'sky', 'burton-in-kendal']",anger,Positive
2009-01-01 00:00:00,1.0,1.0,2009.0,18:00:00,Sheffield,South Yorkshire,,((hoax??)) triangle formation fire ball lights in the sky,"['hoax', 'triangle', 'formation', 'fire', 'ball', 'lights', 'sky']",anger,Negative
2009-01-01 00:00:00,1.0,1.0,2009.0,02:10:00,Croydon,Surrey,,"moving lights across the sky, pair and triangular.","['moving', 'lights', 'across', 'sky', 'pair', 'triangular']",anger,Positive
2009-01-01 00:00:00,1.0,1.0,2009.0,01:21:00,Swanage,Dorset,,strange orange lights on new years day,"['strange', 'orange', 'lights', 'new', 'years', 'day']",anger,Negative
2009-01-01 00:00:00,1.0,1.0,2009.0,00:20:00,London,London,,london uk 1/1/2009 at 00:20 bright orange lights between 3-5 shapes follwing same pattern fast for about 10- 15 mins,"['london', 'uk', '1/1/2009', '00:20', 'bright', 'orange', 'lights', '3-5', 'shapes', 'follwing', 'pattern', 'fast', '10-', '15', 'mins']",anger,Positive
2009-01-01 00:00:00,1.0,1.0,2009.0,00:20:00,London,London,,orange round vessel in sky over chertsey surrey.,"['orange', 'round', 'vessel', 'sky', 'chertsey', 'surrey']",anger,Positive
2009-01-01 00:00:00,1.0,1.0,2009.0,00:05:00,Southampton,Hampshire,,"1.1.09. 00.05hrs and 15.6.09. 22.30hrs southampton, england. oval shaped orange glows / craft travelling in sky in slow straight lines","['1.1.09', '00.05hrs', '15.6.09', '22.30hrs', 'southampton', 'england', 'oval', 'shaped', 'orange', 'glows', 'craft', 'travelling', 'sky', 'slow', 'straight', 'lines']",anticipation,Positive
2009-01-01 00:00:00,1.0,1.0,2009.0,00:05:00,Cardiff,South Glamorgan,,"three unidentified orange objects over cardiff, new years day 2009","['three', 'unidentified', 'orange', 'objects', 'cardiff', 'new', 'years', 'day', '2009']",anger,Negative
2008-12-31 00:00:00,31.0,12.0,2008.0,22:00:00,London,London,,ufo lights seen,"['lights', 'seen']",anger,Negative
2008-12-30 00:00:00,30.0,12.0,2008.0,17:45:00,Littlehampton,West Sussex,,orange light seen 'taking off' and disapearing over sea into distance,"['orange', 'light', 'seen', ""'taking"", 'disapearing', 'sea', 'distance']",anger,Positive
2008-12-28 00:00:00,28.0,12.0,2008.0,19:30:00,Birmingham,West Midlands,,sighting of spinning lights near birmingham uk . 28/12/08 about 7:30pm on the motorway.,"['sighting', 'spinning', 'lights', 'near', 'birmingham', 'uk', '28/12/08', '7:30pm', 'motorway']",anger,Negative
2008-12-28 00:00:00,28.0,12.0,2008.0,10:30:00,Harrogate,North Yorkshire,,3 orange lights passing over harrogate uk.,"['3', 'orange', 'lights', 'passing', 'harrogate', 'uk']",anger,Negative
2008-12-27 00:00:00,27.0,12.0,2008.0,00:00:00,Southampton,Hampshire,,2 orange circular lights in sky over southampton 27/12/08,"['2', 'orange', 'circular', 'lights', 'sky', 'southampton', '27/12/08']",anger,Positive
2008-12-26 00:00:00,26.0,12.0,2008.0,21:15:00,Reading,Berkshire,,2 orange balls of light like a plane was on fire,"['2', 'orange', 'balls', 'light', 'plane', 'fire']",fear,Negative
2008-12-26 00:00:00,26.0,12.0,2008.0,17:30:00,Gloucestershire,,,4 orange spherical objects seen in around 2 minute intervals ont he same path,"['4', 'orange', 'spherical', 'objects', 'seen', 'around', '2', 'minute', 'intervals', 'ont', 'path']",anger,Negative
2008-12-25 00:00:00,25.0,12.0,2008.0,20:00:00,St.Andrews,,,two bright lights in fife,"['two', 'bright', 'lights', 'fife']",anger,Negative
2008-12-25 00:00:00,25.0,12.0,2008.0,19:45:00,Taunton,Somerset,,glowing oval object in the uk night sky,"['glowing', 'oval', 'object', 'uk', 'night', 'sky']",anticipation,Positive
2008-12-25 00:00:00,25.0,12.0,2008.0,19:10:00,Midgham,,,"deep orange sphere travelling west then north west, picture taken. 6x witness.","['deep', 'orange', 'sphere', 'travelling', 'west', 'north', 'west', 'picture', 'taken', '6x', 'witness']",anger,Positive
2008-12-25 00:00:00,25.0,12.0,2008.0,18:15:00,London,London,,"3 lights, orange and red travelling across londons night sky.","['3', 'lights', 'orange', 'red', 'travelling', 'across', 'londons', 'night', 'sky']",anger,Positive
2008-12-25 00:00:00,25.0,12.0,2008.0,11:00:00,Swaffham,Norfolk,,photo of small object in the sky on christmas morning 2008; plane or ufo?,"['photo', 'small', 'object', 'sky', 'christmas', 'morning', '2008', 'plane']",anticipation,Negative
2008-12-25 00:00:00,25.0,12.0,2008.0,04:45:00,Bury st Edmunds,Suffolk,,"three, craft, silent,","['three', 'craft', 'silent']",anger,Positive
2008-12-25 00:00:00,25.0,12.0,2008.0,00:30:00,EarlShilton,,,brilliant light in sky with smaller light separating and descending to the ground.,"['brilliant', 'light', 'sky', 'smaller', 'light', 'separating', 'descending', 'ground']",anticipation,Positive
