Date and Time Reported,City,Summary
09/04/1998 06:05,Nitshill (UK/Scotland),silent and fast triangle no lights brown? in colour
09/01/1998 19:30,Dartford Tunnel (near; Kent) (UK/England),Dark grey silent hovering triangle with lights on each corner - over England.
08/23/1998 20:30,North Wales,"Round black circular object,sighted in a feild in north wales uk."
08/21/1998 21:00,Glastonbury (UK/England),red ball splits in 2 then joins back together over middle drove glastonbury england 1998
08/15/1998 22:30,Luton (UK/England),light moving in a line before dissappearing
08/15/1998 20:28,Southampton (UK/England),mysterios grey silent blob like shape errily glides across from my view
08/07/1998 23:00,Polzeth (UK/England),"eight glowing orbs in v triangular formation, high speed."
07/28/1998 02:00,Aldershot,I woke up around 2 am to a humming sound.
07/24/1998 00:00,"Plymouth, Devon (UK/England)",we saw some lights in the sky in the shape of a cigar' no sound was heard and no jetstream trailed behind. It went in a straight line a
07/23/1998 23:45,Kirkby in Ashfield (UK/England),It was just like 2 stars circling each other.
07/20/1998 01:35,East Finchley (London) (UK/England),A Trinangular shape with a slightly concave back edge flew acroos the sky. It was glowing gold.
07/18/1998 21:00,Ramsgate (Kent) (UK/England),"Thre lights High Level >40,000ft over Ramsgate in Kent UK in 1998 at about 9PM+"
07/17/1998 21:00,Scunthorpe (UK/England),Lights shining on the floor next to me.
07/15/1998 23:55,London (UK/England),I saw a silent unlit grey banana shaped ufo
07/10/1998 01:05,UK/Scotland,"Several light's reported seen in the Sky over Scotland,on the West Coast"
07/07/1998 23:50,Liverpool (UK/England),"Liverpool July 98, bright star like UFO. Moved at varied unexplainable speeds before disapering"
06/16/1998 02:15,Stainforth (UK/England),A very strange thing
06/12/1998 22:00,Kent (UK/England),there were 2 craft one was higher than the other and we followed them home in my car when we arrived home i decided to go to the meadow
06/11/1998 00:15,Gateshead (UK/England),black trianglur craft with colour lights underneath it.
06/06/1998 17:00,Edinburgh (UK/Scotland),"moved slowly in one direction, paused for 3/4 mins before turning 90 degrees and moving away from us."
06/06/1998 14:00,"Skelmersdale, Lancashire (UK/England)","10 metre diameter red orb, moving slowly, event followed by lightening"
06/01/1998 23:55,London UK/England),Space Napped
06/01/1998 21:00,Dumfries (UK/England),i remember it well when i was out side in my back garden i saw this light it was coming from the sky so i looked up it was this huge tr
06/01/1998 19:00,Trowbridge (UK/England),"3 large orange lights, stationary in a line, suddenly vanished one by one."
06/01/1998 14:05,Glasgow,Small black object manipulating a cumulus/nimbus cloud roughly in the direction of Fastlane nuclear submarine base
05/17/1998 22:05,"Wimborne/Dorset, Dorset (UK/England)",I was standing at my back door having a cigarete when I saw 3 bright orange lights in a perfect triangular fashion moving very slowly t
05/15/1998 15:00,Manchester (UK/England),Triangular craft spotted low down in UK.
04/15/1998 19:00,"Cromer, Norfolk (UK/England)","ball the size of a childs soccer ball, flying eratically at head height above the car, and at end of the road to my house."
03/23/1998 18:45,Lichfield (near); Staffordshire (UK/England),"Golden cigar tail fin, motionless in sky, high elevation, sudden brilliant flash of light preceding total disappearance. Viewed from ca"
03/12/1998 22:00,"Emley Moor, Huddersfield, West Yorks (UK/England)",HBCCUFO CANADIAN REPORT: A flying saucer at ground level about to take off.
03/12/1998 19:00,Stantonbury,Black Triangle shaped UFO/UAP
03/07/1998 01:00,Newcastle upon tyne,Massive object
03/06/1998 23:55,Southampton (Hampshire) (UK/England),we had been out and on the way home (because we had to be home by 12;00) and the sky lit up and a purple and brown shape appeared it wa
03/01/1998 03:00,Sunderland (UK/England),"Oblong craft, moved slowly across night sky out to sea. No noise or lights"
02/26/1998 00:25,Crosshills (UK/England),i think of it daily me 30yrs son ((deleted)) 10 daughter ((daughter's name deleted)) approx 1.
01/29/1998 19:30,Swadlincote Nr Burton upon Trent (UK/England),A Triangular object with lights in each corner and a central light was seen. It circled slowly at low altitude (500 ft) below cloud cov
01/21/1998 20:42,"Bradford, West Yorkshire (UK/England)",Whilst waiting for my wagon to be unloaded i was looking up at a clear sky suddenly 4 dull orangey(glowing maybe) oval shapes passed t
01/10/1998 18:00,London (UK/England),Large orange ball of light over London late 1990's
01/08/1998 22:00,"Poole, Dorset (UK/England)",Sighting of strange orange light (ball of fire?) in Poole Dorset 1998
12/24/1997 20:08,Watford (UK/England),"Dim, orange, circular object (centre of disk brighter than outside edge), travelling from NE across sky to SW, changing direction by ap"
12/10/1997 19:00,"Walsall, West Midlands (UK/England)","I saw two circluar lights attached to a dark shape, which moved silently and quickly and disappeared."
12/06/1997 01:45,Birkenhead (UK/England),"Hello. First may I say I had great dificulty in trying to register my details, I hope soon you will open a website that will encom"
11/15/1997 19:00,Northampton (UK/England),WINTER 97/98 BRIGHT LIGHT TRAVELLING AT HIGH SPEED IN DIFFERENT DIRECTIONS TOWARDS THE EAST LASTED ABOUT 5 SECONDS.
10/27/1997 19:30,Stoke-on-Trent (UK/England),TRANSLUCENT (V) FORMATION OBJECTS AT CLOSE QUARTERS 1997
10/20/1997 22:00,Grimsby (UK/England),Bright green egg shaped object hovering for some time then shot off in a nothern direction very fast
10/15/1997 23:30,Fort William (UK/Scotland),UFO exploded in the West Highlands of Scotland..
10/12/1997 10:30,Poole (UK/England),"UFO Sighted in Poole, Dorset England"
09/20/1997 02:00,Nottingham,"Triangular, 3 dimensional, lower section, smaller than top section, what seemed to be entrance /exit ports, no glasses that I could see"
09/17/1997 00:30,Birmingham,I saw it earlier in the day on derelict land 3 4 beings around it.then it took off about 12 30 am slowly climbing above the houses move
08/21/1997 22:00,harrogate. menwith hill us base at the time.,"It was taking a straight path then all of a sudden stopped. Took a path back diagonal left downward, then stopped."
08/19/1997 23:00,London (UK/England),"small circular flashing object emiting different colours, seemingly shaking, plus another circular object separating and parallel to, o"
08/19/1997 22:45,"South Normanton, Derbys (UK/England)",NOTICED ODD CLOUD SAW BRIGHT LIGHT MOVING LEFT TO RIGHT AND BACK. SOMETHING DROPPED OUT OF BASE SHIFTED OVERHEAD OF US. SHAPE OF CANDLE
08/18/1997 21:30,Swansea,"Disc shaped seen quite far away travelling extremely fast, looked like a comet but was hovering about 15 feet away from us"
08/18/1997 20:30,Countryside/rural (UK/England),three ufo's (green pale rings) interchanging follwed us for over 10 miles- and neighbour also!!!
08/08/1997 18:20,Tadley (UK/England),"cluster of ufo's over Hampshire, England"
08/03/1997 10:00,Darvel (UK/Scotland),saucer shaped object with point seen above Darvel at time of Halle Bop
08/01/1997 20:30,Bradford (UK/England),Metallic baseball sized spere seen in Bradford Yorkshire England
07/30/1997 23:40,Bognor Regis (UK/England),3 Blurred Circles.
07/26/1997 01:00,Sheffield ((UK/England),"White glowing sphere up very close, with missing time, Bradfield, UK July 97'"
07/21/1997 02:00,London (UK/England),"Very high up, and shot across the sky, performing and small zig-zag then shooting off"
07/18/1997 00:00,Wolverhampton (UK/England),"close sighting, diamond silver ufo"
07/17/1997 21:20,Leeds (UK/England),"A sighting of a matt black spherical UFO in the skies of Leeds ,UK after a plane journey to Paris,France ."
07/15/1997 22:30,"Sleaford, Lincolnshire (UK/England)",faint orange lights high in sky moving rapidly at high altitude
07/13/1997 23:30,Telford (UK/England),20 min. video footage of ufo recorded in England 1997.
07/13/1997 01:30,Hull (UK/England),"A RED BALL SHAPE,WITH BLUE HALO SURROUNDING IT. IN THE MIDDLE IT WAS A BRIGHT METALLIC PINK COLOUR. THERE WAS SEVERAL FLASHING BLUE AND"
06/29/1997 23:35,"Ballymoney, Antrim (UK/Wales)",glowing object moving east - west and upwad at high speed. no disernable shape it must have been about 20000 feet up it seemed to move
06/21/1997 00:15,London (Chingford Hatch) (UK/England),"On leaving a restaurant awiating a Taxis, We looked at the sky.It was a Full Moon that night, We saw several spherical lights some of w"
06/15/1997 10:30,Lancaster (UK/England),a dark oval shaped object that made no sound that travelled at very very high speeds
06/12/1997 23:00,Frodsham/Northwich (UK/England),"Saw light in night sky, quite close 150m, no sound, no movement, 5 mins plus, unpopulated area, white light, uk."
06/06/1997 02:00,Swansea (UK/Wales),"2am saw lights through tent , was very low to us,had no sound and was triange and also was very slow passing over us."
06/06/1997 00:00,Sunderland (UK/England),"A silent orange ball (not the sun!) hovering, then rising in the air repeatedly, then changing colour to silver and shooting of through"
06/01/1997 18:00,Hemel Hempstead (UK/England),"I was out in my garden looking to see if I could see the comet Hail Bop,,it was nice and ark,,I could see aircraft heading in and out o"
06/01/1997 13:00,Liverpool (UK/England),My name is Wayne. I am 43 years of age. This event took place in 1997. It has haunted me ever since. My son was 9 years of age at t
06/01/1997 13:00,Liverpool (UK/England),England: Liverpool. 7.6.1997. 13:00 pm. Oval shaped black object spotted. Flipping over on itself. Absolutely amazed.
06/01/1997 00:00,Cardiff (UK/Wales),large triangular object no sound at all
05/15/1997 16:00,"Hove, Aldrington, Portslade-by-sea (UK/England)",Driving west along sea road (A259) going back to Worthing from Brighton in late May 1997. Looking out to sea witnessed a metalic sphere
05/15/1997 13:00,Bedford (UK/England),"Triangular object over field in England on sunny day, 1997"
05/09/1997 20:00,Hull (UK/England),"Triangle shape, grey, flashed blue, glowing yellow circle"
05/01/1997 16:00,Torquay (UK/England),UFO in Torquay in the UK.
04/23/1997 21:30,Norwich (UK/England),Bright light floating in sky for 2minutes then slowly moved off and suddenly accelerated out of sight.
04/20/1997 19:30,Penryn (UK/England),Mir incident
03/17/1997 08:30,Marske-by-Sea/Redcar/Cleveland (UK/England),a glowing orb close up
03/12/1997 18:20,Sunderland (UK/England),Two objects doing imposible manovers
03/01/1997 13:00,Lockerley (UK/England),"Bright white isoseles triangle shape seen darting about in the sky, twice."
02/26/1997 19:00,London (UK/England),A LIGHT FOLLOWED AN AEROPLANE AND THEN THEY BOTH VANISHED. I WAS GOING DOWN THE M25.(A MOTORWAY GOING AROUND LONDON) WITH MY DAD. I
02/07/1997 22:30,Penrith,I was approx 12/13 when a craft was outside my bedroom window and no we couldn’t see it but we both felt a vibrating in head
02/01/1997 18:30,Sunderland (UK/England),Two lights seen in Sunderland
01/09/1997 15:00,Margate (UK/England),"White Egg UFO in Margate, Kent. England"
01/08/1997 16:00,"Worsley, Manchester (UK/England)","Tear drop shape, emitting dull gold glow at around 7000 feet. Moving at same speed as airliners in landing pattern in same vicinity."
01/08/1997 00:00,Manchester (UK/England),rotating triangle of light
01/01/1997 19:00,Monchengladbach (UK/England),"Triangular shaped lights, low in a foggy sky, no noise, sped off in a second."
12/25/1996 19:00,London (UK/England),"Three round white lights fixed in triangle shape over London, UK night sky on 12.25.96 converged into one."
11/20/1996 19:00,Wirral (Liverpool) (UK/England),three lights in formation.
11/15/1996 22:30,"Thornton Cleveleys, Lancashire (UK/England)","MANY BLACK TRIANGLE SIGHTINGS NOV 1996 AND FLASHES OF BRIGHT WHITE OR BLUE LIGHTS AT SAME TIME,LIGHTING UP ROOMS OR THE SKY.CREDIBLE AC"
11/11/1996 23:00,York (UK/England),"Fast travelling, in formation, rapid change of trajectory."
09/25/1996 22:00,Oxford (UK/England),Scanned by something
09/21/1996 23:00,Norwich (UK/England),"It was very simular to the one on your sight which was seen in Kirkland. It was a clear night with plenty of stars about, and i wa"
09/19/1996 22:00,West Yorkshire (UK/England),"HBCCUFO CANADIAN REPORT: The object fly slowly over us and behind a hillside, making further observation impossible."
09/16/1996 17:30,Manchester (UK/England),"Riding Metro-Link Tram from Manchester to Altrincham(UK). Glanced up, don't know why, and glimpsed large Metallic Diamond shape gliding"
08/20/1996 17:00,Romford (Essex) (UK/England),Disc shaped green ufo.
08/16/1996 21:00,Aberdeen (UK/Scotland),"I was out with friends, we saw what we thought were shooting stars, we were wrong."
08/15/1996 16:00,"New Leake, Boson, Lincolnshire (UK/England)","Triangle craft seen in lincolnshire, united kingdom flying from north 2 south flahing green shockwaves just before warpin"
08/08/1996 21:00,Gloucester (UK/England),"It shifted, and no known aircarft to do does turns, without braking to peaces."
07/18/1996 15:50,New Leake (UK/England),"IT was Clearly A Spacecraft of somesort, It was completely black and it let off a green shockwave before every rapid burst of speed."
07/15/1996 22:00,Cumbria (UK/England),A silver shaped object went down out of sight and what came into vision a second later was two orange light/objects flying skywards.
07/05/1996 13:30,London (UK/England),A simple pulsating light in an occean of blue
06/30/1996 20:30,Derbyshire (UK/England),"While travelling from Sheffield to Crewe we encountered a ufo on the main A road east to west into Buxton. It was moving west to east,"
06/21/1996 21:45,Avebury,"Egg shaped ball of light UFO at Avebury, England during summer solstice 1996. Landed in field."
06/15/1996 22:00,Scunthorpe (UK/England),it was moving south towards london way
06/12/1996 17:00,Loanhead (UK/Scotland),"U.F.O (ORANGE IN COLOUR) VANISHED FROM SIGHT AFTER 20-25 SECS, SPOTTED OVER MIDLOTHIAN, SCOTLAND, SUMMER OF 1996"
06/01/1996 04:30,Nottingham (UK/England),bright glowing object left tracer mark as it sped off
06/01/1996 03:00,Scottish Highlands (UK/Scotland),large tryangle and 2 small spheres that came from it
06/01/1996 02:00,Colne (UK/England),Non-aerodynamic movement of indeterminate object at high speed.
06/01/1996 00:00,Nottingham (UK/England),object apeared in the heart of a storm I had gone out to watch rolling up the trent valley. It was a large delta shaped craft which emi
04/23/1996 19:20,Goose Eye (UK/England),Bright fast moving light making a pattern in the sky and leaving a slight trail.
04/06/1996 20:00,St. Helens (UK/England),"Saucer shaped craft, stationary in sky at night, white visible silhouette no surface detail"
04/05/1996 15:00,Burgess Hill (UK/England),My husband was in the garden when he came rushing inside and said he had to use the phone to report something he had seen. he has an in
03/12/1996 17:30,Clacton-On-Sea (UK/England),Black triangle 1996 Essex England
03/11/1996 15:33,"Salisbury, Wilts. (UK/England)",UFO was sighted to side of lane . I stopped car and got out to communicate with craft - which flew off at very high speed .
02/15/1996 19:30,Glasgow (UK/Scotland),FEB 1996 SHAPE ROUND COLOUR BLACK SIGHTED CALDERBANK SCOTLAND
02/02/1996 20:00,Inverkeithing (UK/Scotland),"Saw black triangular, slow moving craft above me then experienced a time lapse unknown to myself."
01/28/1996 21:00,Peterborough (UK/England),glowing triangles in East Anglia U.K.
01/21/1996 22:45,Walsall (UK/England),small red object with zore degree turning circle
01/06/1996 04:30,Nottingham (UK/England),bright glowing object left tracer mark as it sped off
11/15/1995 17:30,"Wednesbury, West Midlands (UK/England)",a triangla shape seen in sky changing speed and different colours
10/09/1995 02:00,Stirling (UK/Scotland),Pyramids in Stirling - they just keep coming back !
10/01/1995 21:00,Taunton (near) (UK/England),"The object was made up of a formation of small lights, plus one light moving independantly around main formation"
10/01/1995 21:00,UK/England,I was stargazing when I saw a plane fly overhead towards the Irish sea. Flying beside the plane was a ball of light. The light circled
09/06/1995 01:30,Stirling (UK/Scotland),A colourfull cloud that kept turning in on it'self
08/25/1995 13:26,Haslemere (UK/England),the object was there for about ten secs then disapaired.
08/15/1995 13:30,"Pidley, Huntingdon (UK/England)","The object was the size of a double decker bus, it had a search light and some other lights. It didn't make a sound."
08/14/1995 18:30,Burgess Hill (UK/England),Five circles of light undulating in the sky like a sidewinder snake
08/09/1995 20:30,Bournemouth (UK/England),i was watching hallies comet one night when two orange coloured balls passed in front of me; they made no noise and moved in unison; i
08/08/1995 23:00,Sorn (Mauchline) (UK/Scotland),When I was young I use to have no curtains in my bedroom. I used to have a very large chestnut tree about 100m outside my window. (
08/01/1995 16:00,Hull (UK/England),3 silver triangular objects over my house in 1995
07/24/1995 22:00,Romford (UK/England),Two pure white egg shaped objects joined by another .THEY FORM A TRIANGLE for a few seconds
07/08/1995 01:30,Billingham,Double disc with bell shaped dome 6 foot of ground 5 foot in front of me
06/22/1995 02:30,Worksop,Blocky looking flying saucer.
06/22/1995 02:30,Worksop,Blocky looking flying saucer.
06/20/1995 23:20,Sedgley (UK/England),"2 illuminated conical ufo's emmitting flashing circus type lights over sedgley, UK"
06/15/1995 17:00,"Chesterfield, Derbyshire, England","At first I thought the craft was shaped like a Big Mac. I thought, Great! Everyone else saw craft in the shape of a suacer and I see on"
06/07/1995 18:30,"Pudsey, Leeds, West Yorks (UK/England)","3 triangular symbols, trumpet shaped underneath, black panels, metallic object."
06/03/1995 21:00,Durham (UK/England),"Dim small light shoots across sky in wavy line, nmo tail"
06/01/1995 21:00,Nottingham (UK/England),Fast moving light chased by two helicopters and a.w.c.s
06/01/1995 19:00,Reading (UK/England),an object that was bright just disappeared when something strange happened to it.
04/13/1995 22:15,London (UK/England),"Nothing on Earth glows brightly, hovers and pitches directly upwards at that speed"
03/12/1995 22:33,Birmingham (UK/England),Flying object seen overhead travelling faster than the speed of sound
03/03/1995 22:30,Sunderland (UK/England),bizzare
01/06/1995 17:00,London (UK/England),GREEN BALL OF LIGHT APPROX 17.00 JANUARY 1995
12/29/1994 01:15,Halifax (UK/England),"Strange moving light spotted over Siddal, Halifax, England."
12/10/1994 20:00,UK/England,Large zeppelin shaped craft moves many miles effortlessly across London sky then disappears.
10/26/1994 02:30,Brixham.Devon (at sea.fishing) (UK/England),"the object moved at speed from one place to enother,then stopt and started follwing are boat then vanishd."
09/14/1994 23:20,"Huntingdon, Cambridgeshire (UK/England)","Triangular silent aerial vehicle, big, lights on each corner"
08/15/1994 11:30,UK/England,"White disc shaped moving very fast North west direction,good clear video footage taken"
08/01/1994 22:00,Lenzie (UK/Scotland),"Vibrating, moving, dissapearing 'star'."
07/07/1994 07:30,Nr Alton (UK/England),Daylight. Large rectangular (not cigar) stationary in sky.
06/30/1994 22:00,Wadworth (UK/England),Black Triangle over Wadworth UK 1994/95
06/30/1994 00:00,South London (UK/England),i was about 9 years old when i was at my cousins house in bed looking out the window it was pitch black the stars where out from above
06/12/1994 15:40,Crawley (UK/England),"It appeared over me and sat there. Once i looked at it, it blinked out like a light."
05/12/1994 03:30,"Loughborough, Leic (UK/England)",observed small ufo hovering over a field/farmhouse moving in a random fashion in all directions
05/05/1994 01:30,",stocton,on,tees (UK/ngland)","UK Northeast disc gray,black if I took too steps forward I could have touched it"
05/01/1994 00:00,Sedgley (West Midlands) (UK/England),"Mysterious Mi-8 helicopter and crop circles in Sedgley, West Midlands, early 1990s."
03/20/1994 22:30,London (UK/England),Indefinate shaped craft changing colour from blue to red.
03/02/1994 21:30,Tewksbury (UK/England),3 large lights move slowly across road.
11/23/1993 03:00,Essex (UK/England),"I was being driven home by my ex-boyfriend, around about 3am in the morning, its November 1993, I was 17 years old then. I live in the"
11/01/1993 20:00,Sandy (UK/England),Cigar shaped silent craft flies low over Sandy then disappears
09/15/1993 15:00,Colchester (UK/England),We saw a large silver and brightly coloured cigar shape stationary for 5-7 minutes which just dissapeared
08/25/1993 00:30,County Durham (UK/England),around ten white bright lights in the moors close to my home
07/29/1993 20:59,Caister on sea.,Black kite/Diamond with lights at each point.
06/30/1993 22:00,Leicestershire (UK/England),Glowing orange diamond
06/30/1993 00:00,Gateshead (UK/England),2 flat discs flying in zigzagged patterns.
06/20/1993 13:00,London,Hit holidays over the skies of Holloway overlooking Seven Sisters Road and a spaceman came down and started to walk on the pavement tow
06/15/1993 14:00,Kent (UK/England),Thought it was the sun but it was too low. Can find no explaination
06/15/1993 04:00,Neyland (UK/Wales),"the orange light passed directly over the house,humming and vibrating the window frame.it travelled north slowly"
06/15/1993 03:20,Peebles (near) (UK/Scotland),Viewed at 200/300 yards using a rifle telescope it was very close and could not have been one of ours .
06/01/1993 20:00,London (UK/England),may 93 ].8pm ufo over north london
05/15/1993 20:00,London (UK/England),ufo sighted near alexandra palice north london
05/06/1993 02:00,Glasgow (UK/Scotland),Triangular object - array of lights (multicoloured) - looked at it for about 20-30 seconds then it vanished
04/15/1993 00:00,London (UK/England),I know now that these ufo saucers visited and studied this part of north london between april and may 1993 their activities were intenc
03/31/1993 02:00,Birmingham (UK/England),I witnessed a turquoise colour configuration. It went on for hours. I watched the whole thing through leaded diamond shape windows. It
03/31/1993 00:00,Norfolk (UK/England),"3-31-1993 at approximately midnight: Large, silent , motionless black triangle just above low cloud."
03/15/1993 21:30,Edinburgh (UK/Scotland),light in sky
03/01/1993 00:00,Merseyside (UK/England),"3 shiny metallic spheres flew in highly complex patterns and appeared to ""play"" with each other."
12/18/1992 23:45,Kings Lynn (UK/England),observed UFO entering earths timescale via opened starlike-gate then watched it create a further Portal-gate to leav
12/11/1992 22:00,St. Andrews (UK/Scotland),large sphere on the ground which reflected multicoloured light when spotlight hit it.
09/05/1992 17:45,,One craft hovering above my house joined by another they stopped for a moment then sped off .
08/28/1992 05:30,Yorkshire (South) (UK/England),STRANGE SOUNDS COMING FROM OUT SIDE WENT TO INVESTERGATE THEN SAW STRANGE OBGECT IN SKY
08/22/1992 01:30,Antrobus,Floated above the lake towards us and then over us
06/30/1992 12:30,Somerset (UK/England),one person now still remains hence brother dead
06/15/1992 02:00,Sedgefield (UK/England),Circles of light on pavement without beams
06/03/1992 07:36,Leeds (UK/England),A golden sphere traveling at a slow rate then it was gone in a flash like the star ship enterprise in warp drive?
01/11/1992 00:00,Newtown (UK/Wales),3 black silntly moving craft
12/05/1991 01:45,Gloucseter (UK/England),the sound from the craft moved threw the air before we saw it about two minutes after we saw the craft it was triangular in shap and ve
10/14/1991 20:00,Kings Langley,Green disc flew low over house
08/08/1991 23:55,"Walesby, Nottinghamshire (UK/England)",2 large orange spheres- one slightly behind the other- travelling extremely fast above cloud layer.
08/08/1991 01:24,Scarborough,Quite windy with very low cloud base the likes of which I had never seen before except in Close Encounters
05/25/1991 22:30,Kirkcudbright,3 red triangles flying at speed in formation
03/15/1991 12:00,Hertfordshire (UK/England),"fiery disc object seen moving across sky.moving away then returning, then moving away at high speed"
01/06/1991 04:30,Somerset (Clevedon)(UK/England),2 saucers/disc shaped silver/metallic craft seen very low in the sky by 6 people.
06/15/1990 16:00,Nr Watford (UK/Wales),"I was piloting a light aircraft, and I chased a round flying object that moved at very high speed"
06/15/1990 01:00,Renfrew (UK/Scotland),"Bright flourescent colour changing light seen near airport, viewed for 15 minutes slowly moving before departing"
06/01/1990 23:30,Durham (UK/England),gazing north west at a very clear night sky from my doorstep i noticed what i thought was a star heading toward earth iwatched it for a
06/01/1990 01:00,"Chipping (small village, Lancashire)(UK/England)","Incredible bright light flooding the room, accompanied by a drone or hum."
03/06/1990 15:15,Colwyn Bay,Cigar shape craft around 20ft long being chased by 2 hawk jets
02/08/1990 21:00,Manchester (UK/England),Large Black Triangle with three Red Lights at each corner about 500 Meters big flew at about 100Feet!!!!
02/07/1990 11:00,York (UK/England),Very small cylinder type object viewed close up. Changed direction and dissapeared upwards.
01/07/1990 23:00,Hook Hampshire (UK/England),UFO sighting Hook Hampshire UK
11/15/1989 10:00,Iver Heath (xbridge.NWL ondon (Thames) (UK/England),it looks like smoke no thats a ufo mate.1989.
10/10/1989 23:00,Greenford,It was like a huge black screen sitting above me in the sky blocking half the sky.
10/02/1989 23:00,Leeds,It was near a RAF BASE when I saw in the distance about 7 flying humanoids.
08/16/1989 02:00,Birmingham (UK/England),a green fizzing ball the size of the moon travelling low and fast in the night sky ..
07/15/1989 21:00,Heacham (UK/England),"2 equilateral triangular shapes formed by white lights at each point, spinning slowly directly above us, all sound around us stopped"
06/30/1989 19:00,Birmingham (UK/England),A red 'sun' that pulsed back and forth in an unbelievable way.
06/20/1989 21:30,London (UK/England),"UFO'S IN ENFIELD,MIDDLESEX"
01/11/1989 20:30,Shotts (UK/Scotland),Low flying object over a small town in Central Scotland. Completely silent.
10/15/1988 19:30,London (UK/England),Too big to be a balloon - i haven't been able to completely forget it. Would really like an explanation.
10/09/1988 21:00,Bridgend,"The experience was not frightening, it was a beautiful craft that we saw and if it were to come back then it would be great!"
09/25/1988 14:00,"Polpero, Cornwall (UK/England)","At approximately 14.00 hrs whilst playing a game of table tennis outside, i looked almost directly into the clear sky above me. As some"
08/16/1988 23:20,Dudley (UK/England),Triangular craft flies very low over Dudley UK
07/20/1988 02:00,Nottingham (UK/England),"Summer 1984, Cigar Shaped Craft seen in Nottingham U.K."
06/01/1988 12:00,UK/England (Lincolnshire),strange couple of objects
01/10/1988 21:30,Bellside/Wishaw (UK/Scotland),"large pink luminous globe ,bright flare close too moved at very low level silently"
11/15/1987 07:00,Brighton,Lights off Brighton Beach.
10/21/1987 21:30,Swansea (UK/England),many witness slow moving huge triangular craft
10/21/1987 21:30,Swansea (UK/England),Triangular lights seen over Swansea and Port Talbot
10/07/1987 22:00,Liverpool (UK/England),"Orange, gliding ball of light shone into my bedroom window."
08/27/1987 00:00,Newquay (UK/England??),"i live in newquay and on my balcony, me and my house mate and friend saw what we thought was a bright star but it had red,green and whi"
07/20/1987 23:00,Widnes (UK/England),"OK, i put this behind me, but in 1987 i was walking home from the pub, and i heard a low humming noise i turned and there was a silver"
06/30/1987 19:30,Barking (UK/England),Glowing ball of light.
06/01/1987 02:00,Llandovery (UK/Wales),Fairy lights at speed and fold over UFO
05/08/1987 02:00,Newgale Sands (UK/Wales),"light ""answers"" beam shone at it."
01/28/1987 04:16,Dunstable (UK/England),Oval shaped craft dive bombed me!
01/17/1987 06:30,Llanelli (UK/Wales),(i did a paper round so i was up early) it was a clear but chilly january morning i was looking up at the stars in my back yard i went
11/01/1986 03:00,Stoke-on-Trent (UK/England),"Whilst working as a security officer about 20 years ago, I saw something, that has left me without any doubts of the exsistance of ufo,"
07/17/1986 15:35,Gloucester,"Black circle in sky, then shot off up wards in to the high sky"
07/05/1986 01:15,Coventry (UK/England),ORANGE TRIANGLE ACCROSS SKY AT NIGHT
06/15/1986 19:00,"Chard Town, Somerset",Lights scanning our town
06/15/1986 12:30,Oxford (UK/England),A Sphere in the sky that disappeared in a matter of seconds the size of the Moon
06/02/1986 18:00,Wiltshire (UK/England),"Close Encounter With Three Disc Craft, February 1986"
06/01/1986 00:00,UK/England,6 years old wedding outside in dark no body around ship over head for seconds and flies off
05/15/1986 21:00,Liverpool (UK/England),"Rectangular, silent craft gliding over houses about 100 feet up."
05/15/1986 12:00,Fleetwood,"A large solid metallic triangle craft, it was so close I could see the panels and rivets."
03/01/1986 16:00,Birmingham (UK/England),"One cube and one sphere (one red the other was black) over the Lickey Hills, stayed equidistant as they travelled in the air."
10/10/1985 20:25,Leeds (UK/England),three light in the sky that led to a big black silent triangle shaped craft.
07/15/1985 05:30,Birmingham (UK/England),Hazy human figured object following us through the park with technology and intelligence
06/30/1985 16:30,Leeds (UK/England),orange ball of light moving slowly through the sky.
06/30/1985 12:00,Somerset (UK/England),Multiple experiences lost time and ufo sighting
06/12/1985 17:00,Upminster,"I looked at it with a telescope, it was huge like a 8 storey building multiple lights like the strings on a harp but sideway"
10/07/1984 19:00,Chigwell Essex (UK/England),High Altitude RED fast moving (later violently manouvering) oval/ bean shaped object Essex UK
09/23/1984 21:30,"Hinton Blewitt, Bristol (UK/England)","Triangular craft seen above me in Hinton Blewitt, England. 500 Lights On Object0: Yes"
09/15/1984 22:30,Gravesend (UK/England),The triangle shape with no sound.
08/20/1984 14:00,London (UK/England),See Below
08/14/1984 02:00,Dorset coast (UK/England),"While sailing of the Dorset coast on a NE course towards Portland Bill, I saw a light in the sky that I can't explaine"
06/15/1984 04:00,London (UK/England),HUMMING CIGAR SHAPED OBJECT
02/08/1984 20:00,Brighton (UK/England),LAYING ON THE BEACH AT BRIGHTON MY MUM AND I SAW A TRIANGLE SHAPE OBJECT STATIONARY ABOVE US ABOUT 30 FEET IN THE AIR. IT WAS SO CLOSE
11/23/1983 20:33,Glasgow,"Powercut so pitch black, I noticed an orange glowing ball a bit like the sun."
11/17/1983 19:00,Stafford,Strange light. The whole circumference of the ditch lit up.
11/16/1983 22:00,Scarborough,"2 Red lights hovering together, then separating in different directions at immense speed."
10/01/1983 17:00,Birmingham (UK/England),"Firstly, I was stunned and stared at the object for what seemed minutes, but probably was only seconds. My first inclination was to bec"
07/31/1983 17:00,London (UK/England),flying saucer over waterloo bridge london
07/28/1983 14:00,Faibourne (UK/Wales),"Grey square object made up of small square objects, moving through the sky at speed, daytime"
